index,Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month,Day,Location,Region,Is_northeast,Is_midwest,Is_territory,Is_south,Is_west,EV_Density,Days_Since_First_Record,Quarter,County_EV_Mean,State_EV_Mean,Vehicle_Size_Bin,EV_Percent_Bin,BEV_in_West,Winter_EV,EV_Growth_Rate,Market_Growth_Rate,EV_Z_Score,BEV_Percentage,PHEV_Percentage,EV_to_NonEV_Ratio,Dominant_EV_Type,West_BEV
75,2019-01-31,Benton,WA,Truck,0,0,0,41608,41608,0.0,2019,1,31,"Benton, WA",West,0,0,0,0,1,0.0,730,1,0.4998395910713274,0.49610926478863887,Large,,0,0,,,-0.4232681630823851,0.0,0.0,0.0,Equal,0
76,2023-08-31,Island,WA,Passenger,1150,445,1595,60686,62281,2.5609736516754706,2023,8,31,"Island, WA",West,0,0,0,0,1,0.02560973651675471,2403,3,0.8481750077775286,0.49610926478863887,Large,High,1150,0,,,-0.1806549712453878,1.85,0.71,0.026282832943347725,BEV,1
77,2023-09-30,Ada,ID,Passenger,3,0,3,145,148,2.027027027027027,2023,9,30,"Ada, ID",West,0,0,0,0,1,0.02027027027027027,2433,3,1.355397381163529,6.448154746062718,Small,High,3,0,,,-0.2312382698247383,2.03,0.0,0.020689655172413793,BEV,1
78,2024-02-29,Henrico,VA,Passenger,1,1,2,17,19,10.526315789473683,2024,2,29,"Henrico, VA",South,0,0,0,1,0,0.10526315789473684,2585,1,6.183781327523034,9.696117221277873,Tiny,Very High,,2,,,0.5739397036590785,5.26,5.26,0.11764705882352941,Equal,0
79,2025-01-31,Pulaski,MO,Passenger,3,0,3,81,84,3.5714285714285716,2025,1,31,"Pulaski, MO",Midwest,0,1,0,0,0,0.03571428571428571,2922,1,2.928847828199527,9.508726758783093,Tiny,High,,3,0.0,-0.17647058823529416,-0.08492977972367415,3.57,0.0,0.037037037037037035,BEV,0
80,2024-02-29,Nassau,NY,Passenger,2,0,2,21,23,8.695652173913043,2024,2,29,"Nassau, NY",Northeast,1,0,0,0,0,0.08695652173913043,2585,1,7.384275784997647,6.750273862944342,Tiny,Very High,,2,0.0,0.3529411764705883,0.4005122485736066,8.7,0.0,0.09523809523809523,BEV,0
81,2019-10-31,Vigo,IN,Passenger,1,0,1,6,7,14.285714285714285,2019,10,31,"Vigo, IN",Midwest,0,1,0,0,0,0.14285714285714285,1003,4,15.873015873015872,12.310058629381292,Tiny,Very High,,0,,,0.9300853703524584,14.29,0.0,0.16666666666666666,BEV,0
82,2023-02-28,Randolph,NC,Passenger,1,0,1,2,3,33.33333333333333,2023,2,28,"Randolph, NC",South,0,0,0,1,0,0.3333333333333333,2219,1,19.532967032967033,5.916470008427661,Tiny,Very High,,1,,,2.734556748265583,33.33,0.0,0.5,BEV,0
83,2018-10-31,Howard,MD,Passenger,0,1,1,93,94,1.0638297872340423,2018,10,31,"Howard, MD",South,0,0,0,1,0,0.010638297872340425,638,4,5.859724210999539,2.4788927006453108,Tiny,Medium,,0,,,-0.322486516975535,0.0,1.06,0.010752688172043012,PHEV,0
84,2020-02-29,Skamania,WA,Passenger,28,19,47,8763,8810,0.5334846765039727,2020,2,29,"Skamania, WA",West,0,0,0,0,1,0.005334846765039728,1124,1,0.539136912495246,0.49610926478863887,Medium,Low,28,47,,,-0.37272862704378534,0.32,0.22,0.005363460002282323,BEV,1
85,2021-11-30,Richland,SC,Passenger,0,1,1,140,141,0.7092198581560283,2021,11,30,"Richland, SC",South,0,0,0,1,0,0.0070921985815602835,1764,4,0.6408254274719533,3.044068324394799,Small,Low,,0,,,-0.3560803990111517,0.0,0.71,0.007142857142857143,PHEV,0
86,2019-04-30,Cook,IL,Passenger,1,0,1,253,254,0.3937007874015748,2019,4,30,"Cook, IL",Midwest,0,1,0,0,0,0.003937007874015748,819,2,1.4068475475124038,8.92518638077433,Small,Low,,0,,,-0.3859710184601649,0.39,0.0,0.003952569169960474,BEV,0
87,2020-11-30,Douglas,WA,Truck,0,0,0,12442,12442,0.0,2020,11,30,"Douglas, WA",West,0,0,0,0,1,0.0,1399,4,1.716483134986878,0.49610926478863887,Large,,0,0,,,-0.4232681630823851,0.0,0.0,0.0,Equal,0
88,2019-01-31,Hardin,KY,Passenger,0,1,1,103,104,0.9615384615384616,2019,1,31,"Hardin, KY",South,0,0,0,1,0,0.009615384615384616,730,1,2.2577349672043483,7.411205959467548,Small,Low,,1,0.0,4.777777777777778,-0.3321770598704244,0.0,0.96,0.009708737864077669,PHEV,0
89,2021-09-30,Boone,MO,Passenger,0,1,1,11,12,8.333333333333332,2021,9,30,"Boone, MO",Midwest,0,1,0,0,0,0.08333333333333333,1703,3,8.216783216783217,9.508726758783093,Tiny,Very High,,0,,,0.3661880647546069,0.0,8.33,0.09090909090909091,PHEV,0
90,2024-09-30,El Paso,CO,Truck,1,0,1,122,123,0.8130081300813008,2024,9,30,"El Paso, CO",West,0,0,0,0,1,0.008130081300813009,2799,3,0.9570311861441166,3.937185577855679,Small,Low,1,0,,,-0.3462480432934102,0.81,0.0,0.00819672131147541,BEV,1
91,2023-05-31,Grays Harbor,WA,Truck,6,0,6,20943,20949,0.0286409852498925,2023,5,31,"Grays Harbor, WA",West,0,0,0,0,1,0.00028640985249892595,2311,2,0.3829308137859151,0.49610926478863887,Large,Low,6,0,inf,0.02435088748716452,-0.4205548665811552,0.03,0.0,0.00028649190660363845,BEV,1
92,2017-09-30,Fulton,GA,Passenger,1,0,1,112,113,0.8849557522123893,2017,9,30,"Fulton, GA",South,0,0,0,1,0,0.008849557522123894,242,3,2.118105074056212,8.22502738744759,Small,Low,,0,,,-0.33943210348907615,0.88,0.0,0.008928571428571428,BEV,0
93,2024-08-31,Atlantic,NJ,Passenger,1,0,1,7,8,12.5,2024,8,31,"Atlantic, NJ",Northeast,1,0,0,0,0,0.125,2769,3,10.484389348025713,12.225600138692577,Tiny,Very High,,0,,,0.760916178673103,12.5,0.0,0.14285714285714285,BEV,0
94,2023-06-30,Nassau,NY,Passenger,2,0,2,27,29,6.8965517241379315,2023,6,30,"Nassau, NY",Northeast,1,0,0,0,0,0.06896551724137931,2341,2,7.384275784997647,6.750273862944342,Tiny,Very High,,0,0.0,0.26086956521739135,0.2300749220240912,6.9,0.0,0.07407407407407407,BEV,0
95,2020-12-31,Frederick,MD,Passenger,1,1,2,62,64,3.125,2020,12,31,"Frederick, MD",South,0,0,0,1,0,0.03125,1430,4,2.864985008110487,2.4788927006453108,Tiny,High,,2,0.0,-0.189873417721519,-0.127222077643513,1.56,1.56,0.03225806451612903,Equal,0
96,2023-08-31,San Benito,CA,Passenger,1,0,1,7,8,12.5,2023,8,31,"San Benito, CA",West,0,0,0,0,1,0.125,2403,3,12.5,2.3763470968966462,Tiny,Very High,1,0,,,0.760916178673103,12.5,0.0,0.14285714285714285,BEV,1
97,2021-06-30,Kitsap,WA,Passenger,1850,850,2700,180195,182895,1.4762568686951527,2021,6,30,"Kitsap, WA",West,0,0,0,0,1,0.014762568686951529,1611,2,0.9684776257759945,0.49610926478863887,Large,Medium,1850,0,,,-0.2834153416169621,1.01,0.46,0.014983767585116124,BEV,1
98,2017-07-31,Riverside,CA,Passenger,1,1,2,806,808,0.2475247524752475,2017,7,31,"Riverside, CA",West,0,0,0,0,1,0.0024752475247524753,181,3,1.2845825902554182,2.3763470968966462,Small,Low,1,0,,,-0.3998189681961377,0.12,0.12,0.0024813895781637717,Equal,0
99,2023-01-31,Lewis,WA,Truck,2,0,2,26236,26238,0.0076225322051985,2023,1,31,"Lewis, WA",West,0,0,0,0,1,7.622532205198568e-05,2191,1,1.0942069427617291,0.49610926478863887,Large,Low,2,2,,,-0.4225460444198312,0.01,0.0,7.623113279463333e-05,BEV,1
100,2020-12-31,Clackamas,OR,Passenger,3,0,3,198,201,1.492537313432836,2020,12,31,"Clackamas, OR",West,0,0,0,0,1,0.014925373134328358,1430,4,0.9886456682298873,1.8125706992340245,Small,Medium,3,3,,,-0.28187301779814766,1.49,0.0,0.015151515151515152,BEV,1
101,2019-11-30,Guadalupe,TX,Passenger,1,0,1,70,71,1.408450704225352,2019,11,30,"Guadalupe, TX",South,0,0,0,1,0,0.014084507042253521,1033,4,1.3857664616322847,4.399044782974192,Tiny,Medium,,0,,,-0.28983894147613287,1.41,0.0,0.014285714285714285,BEV,0
102,2020-07-31,Benton,WA,Truck,0,0,0,42860,42860,0.0,2020,7,31,"Benton, WA",West,0,0,0,0,1,0.0,1277,3,0.4998395910713274,0.49610926478863887,Large,,0,0,,0.030090367237069815,-0.4232681630823851,0.0,0.0,0.0,Equal,0
103,2019-11-30,Pend Oreille,WA,Passenger,7,7,14,9506,9520,0.1470588235294117,2019,11,30,"Pend Oreille, WA",West,0,0,0,0,1,0.0014705882352941176,1033,4,0.2008955411393849,0.49610926478863887,Medium,Low,7,0,,,-0.4093365825911441,0.07,0.07,0.0014727540500736377,Equal,0
104,2023-05-31,Benton,WA,Truck,23,0,23,43119,43142,0.0533123174632608,2023,5,31,"Benton, WA",West,0,0,0,0,1,0.0005331231746326085,2311,2,0.4998395910713274,0.49610926478863887,Large,Low,23,0,inf,0.00657956136257587,-0.41821763415736973,0.05,0.0,0.0005334075465572021,BEV,1
105,2017-10-31,Cowlitz,WA,Truck,0,0,0,28114,28114,0.0,2017,10,31,"Cowlitz, WA",West,0,0,0,0,1,0.0,273,4,0.2902426914752597,0.49610926478863887,Large,,0,0,,,-0.4232681630823851,0.0,0.0,0.0,Equal,0
106,2020-12-31,Spokane,WA,Passenger,887,542,1429,320753,322182,0.443538124414151,2020,12,31,"Spokane, WA",West,0,0,0,0,1,0.00443538124414151,1430,4,0.48974346174677763,0.49610926478863887,Large,Low,887,1429,,,-0.3812496909301582,0.28,0.17,0.00445514149516918,BEV,1
107,2021-05-31,Frederick,MD,Passenger,1,1,2,61,63,3.1746031746031744,2021,5,31,"Frederick, MD",South,0,0,0,1,0,0.031746031746031744,1581,2,2.864985008110487,2.4788927006453108,Tiny,High,,0,0.0,-0.015625,-0.12252293343019761,1.59,1.59,0.03278688524590164,Equal,0
108,2023-08-31,Mohave,AZ,Passenger,1,0,1,45,46,2.1739130434782608,2023,8,31,"Mohave, AZ",West,0,0,0,0,1,0.021739130434782608,2403,3,1.985217890178998,1.4165223049062798,Tiny,High,1,0,,,-0.21732306016838712,2.17,0.0,0.022222222222222223,BEV,1
109,2025-01-31,Montgomery,AL,Passenger,2,1,3,23,26,11.538461538461538,2025,1,31,"Montgomery, AL",South,0,0,0,1,0,0.11538461538461539,2922,1,3.3845748428094966,6.95297512928859,Tiny,Very High,,3,,,0.6698250754611424,7.69,3.85,0.13043478260869565,BEV,0
110,2024-05-31,Wise,TX,Passenger,2,0,2,4,6,33.33333333333333,2024,5,31,"Wise, TX",South,0,0,0,1,0,0.3333333333333333,2677,2,16.682700016033348,4.399044782974192,Tiny,Very High,,0,,,2.734556748265583,33.33,0.0,0.5,BEV,0
111,2024-09-30,Rockingham,NH,Passenger,1,0,1,14,15,6.666666666666666,2024,9,30,"Rockingham, NH",Northeast,1,0,0,0,0,0.06666666666666667,2799,3,4.7244010141927655,14.041988616382616,Tiny,Very High,,0,0.0,-0.4444444444444444,0.20829681918720855,6.67,0.0,0.07142857142857142,BEV,0
112,2023-04-30,Lincoln,WA,Truck,0,0,0,4824,4824,0.0,2023,4,30,"Lincoln, WA",West,0,0,0,0,1,0.0,2280,2,0.8609884068601248,0.49610926478863887,Medium,,0,0,,,-0.4232681630823851,0.0,0.0,0.0,Equal,0
113,2018-08-31,Queens,NY,Passenger,1,0,1,64,65,1.5384615384615383,2018,8,31,"Queens, NY",Northeast,1,0,0,0,0,0.015384615384615385,577,3,1.9628696771110938,6.750273862944342,Tiny,Medium,,0,,,-0.27752239794324807,1.54,0.0,0.015625,BEV,0
114,2022-05-31,Suffolk,MA,Passenger,0,1,1,30,31,3.225806451612903,2022,5,31,"Suffolk, MA",Northeast,1,0,0,0,0,0.03225806451612903,1946,2,3.9466274717222944,7.985613582835361,Tiny,High,,0,,,-0.11767220391967846,0.0,3.23,0.03333333333333333,PHEV,0
115,2021-10-31,Island,WA,Passenger,678,331,1009,62753,63762,1.5824472256202753,2021,10,31,"Island, WA",West,0,0,0,0,1,0.015824472256202753,1734,4,0.8481750077775286,0.49610926478863887,Large,Medium,678,0,-0.36739811912225706,0.023779322746905196,-0.2733554249836695,1.06,0.52,0.01607891256194923,BEV,1
116,2020-06-30,Benton,WA,Truck,0,0,0,42682,42682,0.0,2020,6,30,"Benton, WA",West,0,0,0,0,1,0.0,1246,2,0.4998395910713274,0.49610926478863887,Large,,0,0,-1.0,-0.010662463492652208,-0.4232681630823851,0.0,0.0,0.0,Equal,0
117,2020-10-31,New London,CT,Passenger,1,2,3,235,238,1.2605042016806722,2020,10,31,"New London, CT",Northeast,1,0,0,0,0,0.012605042016806723,1369,4,1.5479612531399882,5.193312938314269,Small,Medium,,0,,,-0.30385461601460473,0.42,0.84,0.01276595744680851,PHEV,0
118,2017-01-31,Franklin,MA,Passenger,0,1,1,5,6,16.666666666666664,2017,1,31,"Franklin, MA",Northeast,1,0,0,0,0,0.16666666666666666,0,1,2.843016393011232,7.985613582835361,Tiny,Very High,,1,,,1.1556442925915988,0.0,16.67,0.2,PHEV,0
119,2019-08-31,Deschutes,OR,Passenger,3,0,3,170,173,1.7341040462427744,2019,8,31,"Deschutes, OR",West,0,0,0,0,1,0.017341040462427744,942,3,1.373294137049119,1.8125706992340245,Small,Medium,3,0,,,-0.25898825439954276,1.73,0.0,0.01764705882352941,BEV,1
120,2023-04-30,Hawaii,HI,Passenger,1,0,1,35,36,2.7777777777777777,2023,4,30,"Hawaii, HI",West,0,0,0,0,1,0.027777777777777776,2280,2,1.9839907732649078,2.9401021116927435,Tiny,High,1,0,0.0,-0.4193548387096774,-0.16011608713672104,2.78,0.0,0.02857142857142857,BEV,1
121,2018-09-30,Benton,WA,Passenger,188,207,395,132387,132782,0.2974800801313431,2018,9,30,"Benton, WA",West,0,0,0,0,1,0.002974800801313431,607,3,0.4998395910713274,0.49610926478863887,Large,Low,188,0,inf,2.1109601237055435,-0.3950864628523287,0.14,0.16,0.002983676644987801,PHEV,0
122,2017-08-31,Clark,WA,Truck,0,0,0,77862,77862,0.0,2017,8,31,"Clark, WA",West,0,0,0,0,1,0.0,212,3,1.1197993183969857,0.49610926478863887,Large,,0,0,,,-0.4232681630823851,0.0,0.0,0.0,Equal,0
123,2023-05-31,Yakima,WA,Truck,12,0,12,61058,61070,0.019649582446373,2023,5,31,"Yakima, WA",West,0,0,0,0,1,0.00019649582446373015,2311,2,0.1577805286491515,0.49610926478863887,Large,Low,12,0,,,-0.42140666485398276,0.02,0.0,0.00019653444266107636,BEV,1
124,2018-09-30,Orange,CA,Passenger,5,1,6,581,587,1.0221465076660987,2018,9,30,"Orange, CA",West,0,0,0,0,1,0.010221465076660987,607,3,5.612539592285521,2.3763470968966462,Small,Medium,5,0,,,-0.326435371933725,0.85,0.17,0.010327022375215147,BEV,1
125,2018-10-31,Hardin,KY,Passenger,0,1,1,114,115,0.8695652173913043,2018,10,31,"Hardin, KY",South,0,0,0,1,0,0.008695652173913044,638,4,2.2577349672043483,7.411205959467548,Small,Low,,0,0.0,0.10576923076923084,-0.34089012191678586,0.0,0.87,0.008771929824561403,PHEV,0
126,2019-08-31,El Paso,CO,Passenger,3,2,5,753,758,0.6596306068601583,2019,8,31,"El Paso, CO",West,0,0,0,0,1,0.006596306068601583,942,3,0.9570311861441166,3.937185577855679,Small,Low,3,0,4.0,5.162601626016261,-0.36077822420346745,0.4,0.26,0.006640106241699867,BEV,1
127,2019-08-31,Anne Arundel,MD,Passenger,1,1,2,427,429,0.4662004662004662,2019,8,31,"Anne Arundel, MD",South,0,0,0,1,0,0.004662004662004662,942,3,1.420232154420389,2.4788927006453108,Small,Low,,0,,,-0.379102779706889,0.23,0.23,0.00468384074941452,Equal,0
128,2019-04-30,Kalamazoo,MI,Passenger,1,0,1,16,17,5.882352941176471,2019,4,30,"Kalamazoo, MI",Midwest,0,1,0,0,0,0.058823529411764705,819,2,5.6759545923632615,6.209602956815754,Tiny,Very High,,0,,,0.13399505656725644,5.88,0.0,0.0625,BEV,0
129,2022-02-28,Penobscot,ME,Passenger,0,2,2,7,9,22.222222222222225,2022,2,28,"Penobscot, ME",Northeast,1,0,0,0,0,0.2222222222222222,1854,1,14.008935251195313,14.008935251195313,Tiny,Very High,,2,,,1.6819484444829274,0.0,22.22,0.2857142857142857,PHEV,0
130,2017-12-31,Chelan,WA,Passenger,86,38,124,53018,53142,0.2333370968348951,2017,12,31,"Chelan, WA",West,0,0,0,0,1,0.0023333709683489518,334,4,0.5448939941607858,0.49610926478863887,Large,Low,86,124,,,-0.4011630321685797,0.16,0.07,0.002338828322456524,BEV,1
131,2018-10-31,Lincoln,WA,Truck,0,0,0,4605,4605,0.0,2018,10,31,"Lincoln, WA",West,0,0,0,0,1,0.0,638,4,0.8609884068601248,0.49610926478863887,Medium,,0,0,,-0.045398009950248785,-0.4232681630823851,0.0,0.0,0.0,Equal,0
132,2020-07-31,New Haven,CT,Passenger,0,2,2,35,37,5.405405405405404,2020,7,31,"New Haven, CT",Northeast,1,0,0,0,0,0.05405405405405406,1277,3,7.355078360240421,5.193312938314269,Tiny,Very High,,0,,,0.08881155227133944,0.0,5.41,0.05714285714285714,PHEV,0
133,2021-03-31,Solano,CA,Passenger,1,0,1,208,209,0.4784688995215311,2021,3,31,"Solano, CA",West,0,0,0,0,1,0.004784688995215311,1520,1,1.6172823348503058,2.3763470968966462,Small,Low,1,0,-0.6666666666666667,0.5144927536231885,-0.3779405327759549,0.48,0.0,0.004807692307692308,BEV,1
134,2021-08-31,Pima,AZ,Passenger,1,1,2,316,318,0.6289308176100628,2021,8,31,"Pima, AZ",West,0,0,0,0,1,0.006289308176100629,1673,3,0.731476821752297,1.4165223049062798,Small,Low,1,0,,,-0.36368656098148,0.31,0.31,0.006329113924050633,Equal,0
135,2024-06-30,Madison,IL,Passenger,2,0,2,14,16,12.5,2024,6,30,"Madison, IL",Midwest,0,1,0,0,0,0.125,2707,2,7.052517228213823,8.92518638077433,Tiny,Very High,,0,,,0.760916178673103,12.5,0.0,0.14285714285714285,BEV,0
136,2021-07-31,Monterey,CA,Passenger,1,3,4,161,165,2.424242424242424,2021,7,31,"Monterey, CA",West,0,0,0,0,1,0.024242424242424242,1642,3,2.203635201936347,2.3763470968966462,Small,High,1,0,,,-0.19360816952980558,0.61,1.82,0.024844720496894408,PHEV,0
137,2022-05-31,Montgomery,TX,Passenger,1,0,1,44,45,2.2222222222222223,2022,5,31,"Montgomery, TX",South,0,0,0,1,0,0.022222222222222223,1946,2,3.3845748428094966,4.399044782974192,Tiny,High,,0,,,-0.21274650232585382,2.22,0.0,0.022727272727272728,BEV,0
138,2025-01-31,Thurston,WA,Truck,228,0,228,52254,52482,0.4344346633131359,2025,1,31,"Thurston, WA",West,0,0,0,0,1,0.00434434663313136,2922,1,0.7381821933671064,0.49610926478863887,Large,Low,228,228,inf,-0.07155872414952147,-0.38211210501748644,0.43,0.0,0.004363302330922035,BEV,1
139,2018-11-30,Snohomish,WA,Truck,1,0,1,121927,121928,0.0008201561577324,2018,11,30,"Snohomish, WA",West,0,0,0,0,1,8.201561577324322e-06,668,4,0.6083095886555112,0.49610926478863887,Large,Low,1,0,-0.9999271933017838,-0.775277751155607,-0.4231904657960026,0.0,0.0,8.201628843488317e-06,BEV,1
140,2018-08-31,Norfolk,MA,Passenger,1,0,1,39,40,2.5,2018,8,31,"Norfolk, MA",Northeast,1,0,0,0,0,0.025,577,3,1.7862993923185413,7.985613582835361,Tiny,High,,0,,,-0.18643129473128742,2.5,0.0,0.02564102564102564,BEV,0
141,2021-04-30,Maui,HI,Passenger,2,0,2,29,31,6.451612903225806,2021,4,30,"Maui, HI",West,0,0,0,0,1,0.06451612903225806,1550,2,4.2556588228120695,2.9401021116927435,Tiny,Very High,2,0,,,0.18792375524302812,6.45,0.0,0.06896551724137931,BEV,1
142,2023-01-31,Maui,HI,Passenger,1,0,1,25,26,3.8461538461538463,2023,1,31,"Maui, HI",West,0,0,0,0,1,0.038461538461538464,2191,1,4.2556588228120695,2.9401021116927435,Tiny,High,1,1,-0.5,-0.16129032258064513,-0.05890375023454254,3.85,0.0,0.04,BEV,1
143,2023-11-30,Chesterfield,VA,Passenger,1,0,1,41,42,2.380952380952381,2023,11,30,"Chesterfield, VA",South,0,0,0,1,0,0.023809523809523808,2494,4,2.606734309255079,9.696117221277873,Tiny,High,,0,,,-0.19770924084324445,2.38,0.0,0.024390243902439025,BEV,0
144,2022-10-31,Howard,MD,Passenger,0,2,2,67,69,2.8985507246376807,2022,10,31,"Howard, MD",South,0,0,0,1,0,0.028985507246376812,2099,4,5.859724210999539,2.4788927006453108,Tiny,High,,0,1.0,-0.26595744680851063,-0.14867469253038784,0.0,2.9,0.029850746268656716,PHEV,0
145,2022-04-30,Portsmouth,VA,Passenger,0,1,1,75,76,1.3157894736842104,2022,4,30,"Portsmouth, VA",South,0,0,0,1,0,0.013157894736842105,1915,2,1.3393835619418688,9.696117221277873,Tiny,Medium,,0,,,-0.2986171797397021,0.0,1.32,0.013333333333333334,PHEV,0
146,2019-11-30,Collin,TX,Passenger,2,1,3,150,153,1.96078431372549,2019,11,30,"Collin, TX",South,0,0,0,1,0,0.0196078431372549,1033,4,3.67001315147906,4.399044782974192,Small,Medium,,0,,,-0.2375137565325046,1.31,0.65,0.02,BEV,0
147,2024-02-29,Los Angeles,CA,Passenger,11,3,14,636,650,2.1538461538461537,2024,2,29,"Los Angeles, CA",West,0,0,0,0,1,0.021538461538461538,2585,1,1.4384863334853055,2.3763470968966462,Small,High,11,14,,,-0.21922409188759326,1.69,0.46,0.0220125786163522,BEV,1
148,2020-03-31,Kootenai,ID,Passenger,1,2,3,238,241,1.2448132780082988,2020,3,31,"Kootenai, ID",West,0,0,0,0,1,0.012448132780082987,1155,1,2.108859164640231,6.448154746062718,Small,Medium,1,0,,,-0.30534109170424517,0.41,0.83,0.012605042016806723,PHEV,0
149,2020-07-31,Santa Cruz,CA,Passenger,1,0,1,34,35,2.8571428571428568,2020,7,31,"Santa Cruz, CA",West,0,0,0,0,1,0.02857142857142857,1277,3,3.229833174356691,2.3763470968966462,Tiny,High,1,0,0.0,-0.10256410256410253,-0.1525974563954164,2.86,0.0,0.029411764705882353,BEV,1
150,2021-03-31,Stafford,VA,Passenger,2,1,3,107,110,2.727272727272727,2021,3,31,"Stafford, VA",South,0,0,0,1,0,0.02727272727272727,1520,1,2.621254430720857,9.696117221277873,Small,High,,0,,,-0.1649006703357331,1.82,0.91,0.028037383177570093,BEV,0
151,2023-01-31,Lane,OR,Passenger,0,2,2,105,107,1.8691588785046729,2023,1,31,"Lane, OR",West,0,0,0,0,1,0.018691588785046728,2191,1,1.3216000379722723,1.8125706992340245,Small,Medium,0,2,,,-0.24619386898810644,0.0,1.87,0.01904761904761905,PHEV,0
152,2023-09-30,Wichita,TX,Passenger,1,0,1,34,35,2.8571428571428568,2023,9,30,"Wichita, TX",South,0,0,0,1,0,0.02857142857142857,2433,3,2.629348029255175,4.399044782974192,Tiny,High,,0,,,-0.1525974563954164,2.86,0.0,0.029411764705882353,BEV,0
153,2023-04-30,Randolph,NC,Passenger,1,0,1,1,2,50.0,2023,4,30,"Randolph, NC",South,0,0,0,1,0,0.5,2280,2,19.532967032967033,5.916470008427661,Tiny,Very High,,0,0.0,-0.33333333333333337,4.313469203939567,50.0,0.0,1.0,BEV,0
154,2025-01-31,Honolulu,HI,Passenger,2,2,4,212,216,1.851851851851852,2025,1,31,"Honolulu, HI",West,0,0,0,0,1,0.018518518518518517,2922,1,1.7189838519492608,2.9401021116927435,Small,Medium,2,4,,,-0.2478334457852757,0.93,0.93,0.018867924528301886,Equal,0
155,2023-12-31,Douglas,NE,Passenger,1,1,2,29,31,6.451612903225806,2023,12,31,"Douglas, NE",Midwest,0,1,0,0,0,0.06451612903225806,2525,4,1.716483134986878,3.473341445114294,Tiny,Very High,,2,,,0.18792375524302812,3.23,3.23,0.06896551724137931,Equal,0
156,2020-01-31,Deschutes,OR,Passenger,4,0,4,163,167,2.3952095808383236,2020,1,31,"Deschutes, OR",West,0,0,0,0,1,0.023952095808383235,1095,1,1.373294137049119,1.8125706992340245,Small,High,4,4,0.33333333333333326,-0.034682080924855474,-0.19635858861426755,2.4,0.0,0.024539877300613498,BEV,1
157,2024-02-29,Columbia,WA,Truck,0,0,0,1552,1552,0.0,2024,2,29,"Columbia, WA",West,0,0,0,0,1,0.0,2585,1,0.8666578399650917,0.49610926478863887,Medium,,0,0,,,-0.4232681630823851,0.0,0.0,0.0,Equal,0
158,2021-04-30,Allen,IN,Passenger,1,0,1,19,20,5.0,2021,4,30,"Allen, IN",Midwest,0,1,0,0,0,0.05,1550,2,12.019400352733687,12.310058629381292,Tiny,High,,0,,,0.05040557361981019,5.0,0.0,0.05263157894736842,BEV,0
159,2019-07-31,Clallam,WA,Passenger,177,140,317,50625,50942,0.6222763142397236,2019,7,31,"Clallam, WA",West,0,0,0,0,1,0.0062227631423972364,911,3,0.5565622682291842,0.49610926478863887,Large,Low,177,0,-0.6697916666666667,0.020615871616612935,-0.3643169736769452,0.35,0.27,0.006261728395061728,BEV,1
160,2023-06-30,Klickitat,WA,Truck,12,0,12,8223,8235,0.145719489981785,2023,6,30,"Klickitat, WA",West,0,0,0,0,1,0.0014571948998178506,2341,2,0.5134564002904657,0.49610926478863887,Medium,Low,12,0,,,-0.40946346401638306,0.15,0.0,0.001459321415541773,BEV,1
161,2023-07-31,Atlantic,NJ,Passenger,1,0,1,9,10,10.0,2023,7,31,"Atlantic, NJ",Northeast,1,0,0,0,0,0.1,2372,3,10.484389348025713,12.225600138692577,Tiny,Very High,,0,0.0,0.25,0.5240793103220054,10.0,0.0,0.1111111111111111,BEV,0
162,2024-05-31,Chatham,NC,Passenger,1,0,1,3,4,25.0,2024,5,31,"Chatham, NC",South,0,0,0,1,0,0.25,2677,2,17.910052910052908,5.916470008427661,Tiny,Very High,,0,,,1.9451005204285912,25.0,0.0,0.3333333333333333,BEV,0
163,2024-05-31,Thurston,WA,Truck,132,0,132,53241,53373,0.2473160586813557,2024,5,31,"Thurston, WA",West,0,0,0,0,1,0.0024731605868135572,2677,2,0.7381821933671064,0.49610926478863887,Large,Low,132,0,-0.42105263157894735,0.016977249342631673,-0.39983873874997367,0.25,0.0,0.002479292274750662,BEV,1
164,2018-03-31,Clallam,WA,Passenger,119,101,220,49508,49728,0.4424066924066924,2018,3,31,"Clallam, WA",West,0,0,0,0,1,0.0044240669240669245,424,1,0.5565622682291842,0.49610926478863887,Large,Low,119,0,-0.305993690851735,-0.023831023516940886,-0.3813568768555177,0.24,0.2,0.0044437262664619856,BEV,1
165,2020-01-31,St. Mary's,MD,Passenger,1,0,1,219,220,0.4545454545454545,2020,1,31,"St. Mary's, MD",South,0,0,0,1,0,0.004545454545454545,1095,1,0.6356987658246456,2.4788927006453108,Small,Low,,1,,,-0.38020691429127645,0.45,0.0,0.0045662100456621,BEV,0
166,2025-02-28,Alameda,CA,Passenger,6,1,7,123,130,5.384615384615385,2025,2,28,"Alameda, CA",West,0,0,0,0,1,0.05384615384615385,2950,1,1.873655960822359,2.3763470968966462,Small,Very High,6,7,,,0.08684201490459448,4.62,0.77,0.056910569105691054,BEV,1
