index,Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month,Day,Location,Region,Is_northeast,Is_midwest,Is_territory,Is_south,Is_west,EV_Density,Days_Since_First_Record,Quarter,County_EV_Mean,State_EV_Mean,Vehicle_Size_Bin,EV_Percent_Bin,BEV_in_West,Winter_EV,EV_Growth_Rate,Market_Growth_Rate,EV_Z_Score,BEV_Percentage,PHEV_Percentage,EV_to_NonEV_Ratio,Dominant_EV_Type,West_BEV
1930,2017-01-31,Jackson,MO,Passenger,1,0,1,78,79,1.2658227848101264,2017,1,31,"Jackson, MO",Midwest,0,1,0,0,0,0.012658227848101266,0,1,2.9823501001010566,9.508726758783093,Tiny,Medium,,1,,,-0.3033507613856268,1.27,0.0,0.01282051282051282,BEV,0
1931,2024-02-29,Escambia,FL,Passenger,0,1,1,125,126,0.7936507936507936,2024,2,29,"Escambia, FL",South,0,0,0,1,0,0.007936507936507936,2585,1,1.4176620929952952,3.039365731673768,Small,Low,,1,0.0,-0.08695652173913049,-0.3480818556693382,0.0,0.79,0.008,PHEV,0
1932,2021-06-30,Calvert,MD,Passenger,0,2,2,95,97,2.061855670103093,2021,6,30,"Calvert, MD",South,0,0,0,1,0,0.020618556701030927,1611,2,2.3140110200158515,2.4788927006453108,Tiny,High,,0,0.0,0.0898876404494382,-0.2279387871227169,0.0,2.06,0.021052631578947368,PHEV,0
1933,2023-06-30,Galveston,TX,Passenger,0,1,1,20,21,4.761904761904762,2023,6,30,"Galveston, TX",South,0,0,0,1,0,0.047619047619047616,2341,2,7.902032749858837,4.399044782974192,Tiny,High,,0,0.0,0.050000000000000044,0.02784968139589613,0.0,4.76,0.05,PHEV,0
1934,2020-01-31,Twin Falls,ID,Passenger,0,1,1,29,30,3.333333333333333,2020,1,31,"Twin Falls, ID",West,0,0,0,0,1,0.03333333333333333,1095,1,3.675637410478659,6.448154746062718,Tiny,High,0,1,0.0,0.30434782608695654,-0.10748567194758825,0.0,3.33,0.034482758620689655,PHEV,0
1935,2019-03-31,Kalamazoo,MI,Passenger,1,0,1,16,17,5.882352941176471,2019,3,31,"Kalamazoo, MI",Midwest,0,1,0,0,0,0.058823529411764705,789,1,5.6759545923632615,6.209602956815754,Tiny,Very High,,0,0.0,0.0,0.13399505656725644,5.88,0.0,0.0625,BEV,0
1936,2024-06-30,Mercer,NJ,Passenger,0,1,1,5,6,16.666666666666664,2024,6,30,"Mercer, NJ",Northeast,1,0,0,0,0,0.16666666666666666,2707,2,9.486080266155454,12.225600138692577,Tiny,Very High,,0,0.0,-0.6,1.1556442925915988,0.0,16.67,0.2,PHEV,0
1937,2022-09-30,Grant,WA,Passenger,201,108,309,66627,66936,0.4616349946217282,2022,9,30,"Grant, WA",West,0,0,0,0,1,0.004616349946217282,2068,3,0.1511207019144853,0.49610926478863887,Large,Low,201,0,inf,1.533535200605602,-0.3795352885033907,0.3,0.16,0.004637759466882795,BEV,1
1938,2020-03-31,Virginia Beach,VA,Passenger,1,0,1,685,686,0.1457725947521865,2020,3,31,"Virginia Beach, VA",South,0,0,0,1,0,0.0014577259475218659,1155,1,0.7850274962036005,9.696117221277873,Small,Low,,0,0.0,4.532258064516129,-0.40945843314937647,0.15,0.0,0.00145985401459854,BEV,0
1939,2022-05-31,Clark,NV,Passenger,10,4,14,648,662,2.1148036253776437,2022,5,31,"Clark, NV",West,0,0,0,0,1,0.021148036253776436,1946,2,1.1197993183969857,2.9512552393848557,Small,High,10,0,1.3333333333333335,-0.14800514800514797,-0.22292277595758947,1.51,0.6,0.021604938271604937,BEV,1
1940,2021-01-31,Boulder,CO,Passenger,1,1,2,50,52,3.8461538461538463,2021,1,31,"Boulder, CO",West,0,0,0,0,1,0.038461538461538464,1461,1,3.934420253061779,3.937185577855679,Tiny,High,1,2,0.0,-0.1333333333333333,-0.05890375023454254,1.92,1.92,0.04,Equal,0
1941,2022-10-31,Bell,TX,Passenger,1,0,1,321,322,0.3105590062111801,2022,10,31,"Bell, TX",South,0,0,0,1,0,0.003105590062111801,2099,4,0.49601877337554007,4.399044782974192,Small,Low,,0,-0.5,0.3999999999999999,-0.39384743409467105,0.31,0.0,0.003115264797507788,BEV,0
1942,2020-08-31,Columbia,WA,Truck,0,0,0,1525,1525,0.0,2020,8,31,"Columbia, WA",West,0,0,0,0,1,0.0,1308,3,0.8666578399650917,0.49610926478863887,Medium,,0,0,-1.0,-0.3674823724595604,-0.4232681630823851,0.0,0.0,0.0,Equal,0
1943,2024-01-31,Spokane,WA,Passenger,2953,1443,4396,322255,326651,1.3457788281682896,2024,1,31,"Spokane, WA",West,0,0,0,0,1,0.013457788281682898,2556,1,0.48974346174677763,0.49610926478863887,Large,Medium,2953,4396,4395.0,2.4783409647534875,-0.29577614581975,0.9,0.44,0.013641370963988146,BEV,1
1944,2025-02-28,Douglas,WA,Truck,24,0,24,12521,12545,0.1913112793941809,2025,2,28,"Douglas, WA",West,0,0,0,0,1,0.0019131127939418094,2950,1,1.716483134986878,0.49610926478863887,Large,Low,24,24,-0.9511201629327902,-0.5643643435080044,-0.4051443373656011,0.19,0.0,0.0019167798099193356,BEV,1
1945,2023-08-31,Denton,TX,Passenger,1,0,1,57,58,1.7241379310344829,2023,8,31,"Denton, TX",South,0,0,0,1,0,0.017241379310344827,2403,3,1.6070472472335213,4.399044782974192,Tiny,Medium,,0,0.0,-0.4579439252336449,-0.259932391805766,1.72,0.0,0.017543859649122806,BEV,0
1946,2024-12-31,Charlottesville,VA,Passenger,0,1,1,5,6,16.666666666666664,2024,12,31,"Charlottesville, VA",South,0,0,0,1,0,0.16666666666666666,2891,4,20.634920634920633,9.696117221277873,Tiny,Very High,,1,,,1.1556442925915988,0.0,16.67,0.2,PHEV,0
1947,2018-07-31,Nassau,NY,Passenger,2,0,2,39,41,4.878048780487805,2018,7,31,"Nassau, NY",Northeast,1,0,0,0,0,0.04878048780487805,546,3,7.384275784997647,6.750273862944342,Tiny,High,,0,-0.5,0.17142857142857149,0.038852555651463956,4.88,0.0,0.05128205128205128,BEV,0
1948,2023-04-30,Harrison,MS,Passenger,1,0,1,46,47,2.1276595744680846,2023,4,30,"Harrison, MS",South,0,0,0,1,0,0.02127659574468085,2280,2,1.8257741338430207,2.265855273190625,Tiny,High,,0,0.0,-0.2295081967213115,-0.22170487086868498,2.13,0.0,0.021739130434782608,BEV,0
1949,2019-07-31,Larimer,CO,Passenger,1,0,1,60,61,1.639344262295082,2019,7,31,"Larimer, CO",West,0,0,0,0,1,0.01639344262295082,911,3,2.2954161003738105,3.937185577855679,Tiny,Medium,1,0,0.0,1.103448275862069,-0.267965298589862,1.64,0.0,0.016666666666666666,BEV,1
1950,2024-01-31,Wise,TX,Passenger,2,0,2,5,7,28.57142857142857,2024,1,31,"Wise, TX",South,0,0,0,1,0,0.2857142857142857,2556,1,16.682700016033348,4.399044782974192,Tiny,Very High,,2,1.0,-0.30000000000000004,2.2834389037873017,28.57,0.0,0.4,BEV,0
1951,2018-07-31,DeKalb,IN,Passenger,1,0,1,1,2,50.0,2018,7,31,"DeKalb, IN",Midwest,0,1,0,0,0,0.5,546,3,29.23647720053814,12.310058629381292,Tiny,Very High,,0,0.0,0.0,4.313469203939567,50.0,0.0,1.0,BEV,0
1952,2020-12-31,Clark,WA,Passenger,2357,1178,3535,319242,322777,1.095183361887619,2020,12,31,"Clark, WA",West,0,0,0,0,1,0.01095183361887619,1430,4,1.1197993183969857,0.49610926478863887,Large,Medium,2357,3535,113.03225806451613,2.935488983991124,-0.31951624400250883,0.73,0.36,0.011073104416085602,BEV,1
1953,2022-07-31,Walla Walla,WA,Passenger,175,98,273,35761,36034,0.7576178054060054,2022,7,31,"Walla Walla, WA",West,0,0,0,0,1,0.007576178054060054,2007,3,0.3075422502625197,0.49610926478863887,Large,Low,175,0,inf,1.637148711943794,-0.35149543170662917,0.49,0.27,0.00763401470876094,BEV,1
1954,2018-08-31,Collin,TX,Passenger,1,0,1,168,169,0.5917159763313609,2018,8,31,"Collin, TX",South,0,0,0,1,0,0.005917159763313609,577,3,3.67001315147906,4.399044782974192,Small,Low,,0,-0.5,2.6739130434782608,-0.36721209956733236,0.59,0.0,0.005952380952380952,BEV,0
1955,2018-03-31,Charles,MD,Passenger,0,1,1,83,84,1.1904761904761905,2018,3,31,"Charles, MD",South,0,0,0,1,0,0.011904761904761904,424,1,2.16088077758277,2.4788927006453108,Tiny,Medium,,0,-0.5,0.33333333333333326,-0.31048870196281475,0.0,1.19,0.012048192771084338,PHEV,0
1956,2024-11-30,Pulaski,MO,Passenger,3,0,3,82,85,3.5294117647058822,2024,11,30,"Pulaski, MO",Midwest,0,1,0,0,0,0.03529411764705882,2860,4,2.928847828199527,9.508726758783093,Tiny,High,,0,0.0,-0.10526315789473684,-0.08891023129260019,3.53,0.0,0.036585365853658534,BEV,0
1957,2023-01-31,Ulster,NY,Passenger,1,0,1,11,12,8.333333333333332,2023,1,31,"Ulster, NY",Northeast,1,0,0,0,0,0.08333333333333333,2191,1,6.568627450980392,6.750273862944342,Tiny,Very High,,1,0.0,-0.19999999999999996,0.3661880647546069,8.33,0.0,0.09090909090909091,BEV,0
1958,2022-09-30,Hanover,VA,Passenger,1,0,1,3,4,25.0,2022,9,30,"Hanover, VA",South,0,0,0,1,0,0.25,2068,3,25.0,9.696117221277873,Tiny,Very High,,0,0.0,0.0,1.9451005204285912,25.0,0.0,0.3333333333333333,BEV,0
1959,2021-11-30,Island,WA,Truck,0,0,0,21457,21457,0.0,2021,11,30,"Island, WA",West,0,0,0,0,1,0.0,1764,4,0.8481750077775286,0.49610926478863887,Large,,0,0,-1.0,-0.6627053367916371,-0.4232681630823851,0.0,0.0,0.0,Equal,0
1960,2020-02-29,Walla Walla,WA,Passenger,68,62,130,36286,36416,0.3569859402460456,2020,2,29,"Walla Walla, WA",West,0,0,0,0,1,0.0035698594024604568,1124,1,0.3075422502625197,0.49610926478863887,Large,Low,68,130,-0.5238095238095238,0.010601098962091271,-0.38944919022908686,0.19,0.17,0.0035826489555200354,BEV,1
1961,2020-03-31,St. Louis,MO,Passenger,1,0,1,103,104,0.9615384615384616,2020,3,31,"St. Louis, MO",Midwest,0,1,0,0,0,0.009615384615384616,1155,1,6.333932325492533,9.508726758783093,Small,Low,,0,0.0,1.0392156862745097,-0.3321770598704244,0.96,0.0,0.009708737864077669,BEV,0
1962,2024-12-31,Churchill,NV,Passenger,0,1,1,28,29,3.4482758620689653,2024,12,31,"Churchill, NV",West,0,0,0,0,1,0.034482758620689655,2891,4,3.1071727603413137,2.9512552393848557,Tiny,High,0,1,0.0,-0.19444444444444442,-0.09659662052914697,0.0,3.45,0.03571428571428571,PHEV,0
1963,2023-12-31,Shelby,AL,Passenger,1,0,1,4,5,20.0,2023,12,31,"Shelby, AL",South,0,0,0,1,0,0.2,2525,4,14.333097784190654,6.95297512928859,Tiny,Very High,,1,,,1.471426783726396,20.0,0.0,0.25,BEV,0
1964,2020-01-31,Muskogee,OK,Passenger,0,1,1,1,2,50.0,2020,1,31,"Muskogee, OK",South,0,0,0,1,0,0.5,1095,1,46.666666666666664,11.903036980096413,Tiny,Very High,,1,0.0,-0.33333333333333337,4.313469203939567,0.0,50.0,1.0,PHEV,0
1965,2022-06-30,Clark,WA,Passenger,4089,1780,5869,316048,321917,1.8231407474597487,2022,6,30,"Clark, WA",West,0,0,0,0,1,0.018231407474597488,1976,2,1.1197993183969857,0.49610926478863887,Large,Medium,4089,0,0.6602545968882603,-0.0026643781929939214,-0.25055338500572655,1.27,0.55,0.018569964056092746,BEV,1
1966,2024-03-31,Lincoln,WA,Truck,0,0,0,4822,4822,0.0,2024,3,31,"Lincoln, WA",West,0,0,0,0,1,0.0,2616,1,0.8609884068601248,0.49610926478863887,Medium,,0,0,-1.0,0.05792014041246163,-0.4232681630823851,0.0,0.0,0.0,Equal,0
1967,2018-02-28,Montgomery,TX,Passenger,1,0,1,65,66,1.5151515151515151,2018,2,28,"Montgomery, TX",South,0,0,0,1,0,0.015151515151515152,393,1,3.3845748428094966,4.399044782974192,Tiny,Medium,,1,0.0,0.04761904761904767,-0.2797306671120229,1.52,0.0,0.015384615384615385,BEV,0
1968,2019-09-30,Palm Beach,FL,Passenger,0,2,2,87,89,2.247191011235955,2019,9,30,"Palm Beach, FL",South,0,0,0,1,0,0.02247191011235955,972,3,2.9954042059069255,3.039365731673768,Tiny,High,,0,0.0,-0.011111111111111072,-0.2103810904072411,0.0,2.25,0.022988505747126436,PHEV,0
1969,2019-01-31,Orange,CA,Passenger,6,2,8,571,579,1.381692573402418,2019,1,31,"Orange, CA",West,0,0,0,0,1,0.013816925734024179,730,1,5.612539592285521,2.3763470968966462,Small,Medium,6,8,-0.3846153846153846,0.5317460317460319,-0.29237386623894596,1.04,0.35,0.014010507880910683,BEV,1
1970,2021-05-31,Bradley,TN,Passenger,1,0,1,0,1,100.0,2021,5,31,"Bradley, TN",South,0,0,0,1,0,1.0,1581,2,100.0,15.464280788131399,Tiny,Very High,,0,,,9.05020657096152,100.0,0.0,,BEV,0
1971,2024-10-31,Orange,NC,Passenger,1,0,1,5,6,16.666666666666664,2024,10,31,"Orange, NC",South,0,0,0,1,0,0.16666666666666666,2830,4,5.612539592285521,5.916470008427661,Tiny,Very High,,0,0.0,-0.5,1.1556442925915988,16.67,0.0,0.2,BEV,0
1972,2020-07-31,Snohomish,WA,Passenger,4578,1765,6343,535298,541641,1.1710708753584016,2020,7,31,"Snohomish, WA",West,0,0,0,0,1,0.011710708753584017,1277,3,0.6083095886555112,0.49610926478863887,Large,Medium,4578,0,inf,3.3108495296308673,-0.3123270595875601,0.85,0.33,0.011849474498316826,BEV,1
1973,2024-12-31,Clark,WA,Passenger,9816,3385,13201,311716,324917,4.062883751850473,2024,12,31,"Clark, WA",West,0,0,0,0,1,0.040628837518504726,2891,4,1.1197993183969857,0.49610926478863887,Large,High,9816,13201,1.2492758561935595,0.009319172333241088,-0.03837189737725545,3.02,1.04,0.0423494462908545,BEV,1
1974,2022-11-30,Grays Harbor,WA,Passenger,241,161,402,48574,48976,0.8208101927474681,2022,11,30,"Grays Harbor, WA",West,0,0,0,0,1,0.008208101927474681,2129,4,0.3829308137859151,0.49610926478863887,Large,Low,241,0,3.7294117647058824,0.0654600039158526,-0.34550891685799656,0.49,0.33,0.00827603244534113,BEV,1
1975,2017-11-30,Pinal,AZ,Passenger,2,0,2,231,233,0.8583690987124463,2017,11,30,"Pinal, AZ",West,0,0,0,0,1,0.008583690987124463,303,4,1.652264233699274,1.4165223049062798,Small,Low,2,0,1.0,0.0938967136150235,-0.34195078339102103,0.86,0.0,0.008658008658008658,BEV,1
1976,2024-07-31,Yakima,WA,Truck,19,0,19,60814,60833,0.0312330478523169,2024,7,31,"Yakima, WA",West,0,0,0,0,1,0.00031233047852316997,2738,3,0.1577805286491515,0.49610926478863887,Large,Low,19,0,-0.9316546762589928,-0.6350268181763641,-0.42030930818542395,0.03,0.0,0.00031242805932844413,BEV,1
1977,2022-12-31,Anne Arundel,MD,Truck,1,0,1,45,46,2.1739130434782608,2022,12,31,"Anne Arundel, MD",South,0,0,0,1,0,0.021739130434782608,2160,4,1.420232154420389,2.4788927006453108,Tiny,High,,1,-0.5,-0.8917647058823529,-0.21732306016838712,2.17,0.0,0.022222222222222223,BEV,0
1978,2019-11-30,Essex,MA,Passenger,1,0,1,30,31,3.225806451612903,2019,11,30,"Essex, MA",Northeast,1,0,0,0,0,0.03225806451612903,1033,4,9.479254636754032,7.985613582835361,Tiny,High,,0,0.0,0.06896551724137923,-0.11767220391967846,3.23,0.0,0.03333333333333333,BEV,0
1979,2024-06-30,San Francisco,CA,Passenger,1,0,1,59,60,1.6666666666666665,2024,6,30,"San Francisco, CA",West,0,0,0,0,1,0.016666666666666666,2707,2,2.51695653252033,2.3763470968966462,Tiny,Medium,1,0,-0.5,-0.4117647058823529,-0.26537691751498665,1.67,0.0,0.01694915254237288,BEV,1
1980,2021-03-31,Greene,MO,Passenger,0,1,1,40,41,2.4390243902439024,2021,3,31,"Greene, MO",Midwest,0,1,0,0,0,0.024390243902439025,1520,1,3.0082846738271374,9.508726758783093,Tiny,High,,0,0.0,0.2058823529411764,-0.19220780371546053,0.0,2.44,0.025,PHEV,0
1981,2021-07-31,Louisa,VA,Passenger,0,1,1,1,2,50.0,2021,7,31,"Louisa, VA",South,0,0,0,1,0,0.5,1642,3,50.0,9.696117221277873,Tiny,Very High,,0,0.0,0.0,4.313469203939567,0.0,50.0,1.0,PHEV,0
1982,2021-08-31,Owyhee,ID,Passenger,1,0,1,2,3,33.33333333333333,2021,8,31,"Owyhee, ID",West,0,0,0,0,1,0.3333333333333333,1673,3,28.703703703703702,6.448154746062718,Tiny,Very High,1,0,0.0,-0.25,2.734556748265583,33.33,0.0,0.5,BEV,1
1983,2018-08-31,Okanogan,WA,Passenger,10,20,30,26051,26081,0.1150262643303554,2018,8,31,"Okanogan, WA",West,0,0,0,0,1,0.0011502626433035543,577,3,0.23913534865542815,0.49610926478863887,Large,Low,10,0,-0.8148148148148149,-0.006362389515391698,-0.41237117899353426,0.04,0.08,0.00115158727112203,PHEV,0
1984,2019-11-30,Bucks,PA,Passenger,1,0,1,26,27,3.703703703703704,2019,11,30,"Bucks, PA",Northeast,1,0,0,0,0,0.037037037037037035,1033,4,4.2382539872658445,10.34305431462151,Tiny,High,,0,0.0,0.125,-0.07239872848816631,3.7,0.0,0.038461538461538464,BEV,0
1985,2019-09-30,Kern,CA,Passenger,0,1,1,215,216,0.4629629629629629,2019,9,30,"Kern, CA",West,0,0,0,0,1,0.004629629629629629,972,3,0.7654963353192488,2.3763470968966462,Small,Low,0,0,0.0,0.0536585365853659,-0.37940948375810774,0.0,0.46,0.004651162790697674,PHEV,0
1986,2022-06-30,Autauga,AL,Passenger,1,0,1,16,17,5.882352941176471,2022,6,30,"Autauga, AL",South,0,0,0,1,0,0.058823529411764705,1976,2,11.584967320261438,6.95297512928859,Tiny,Very High,,0,-0.5,0.41666666666666674,0.13399505656725644,5.88,0.0,0.0625,BEV,0
1987,2021-07-31,Montgomery,AL,Passenger,1,0,1,38,39,2.564102564102564,2021,7,31,"Montgomery, AL",South,0,0,0,1,0,0.02564102564102564,1642,3,3.3845748428094966,6.95297512928859,Tiny,High,,0,-0.5,-0.17021276595744683,-0.18035855451715674,2.56,0.0,0.02631578947368421,BEV,0
1988,2024-11-30,Columbia,WA,Passenger,11,0,11,2378,2389,0.4604437002930096,2024,11,30,"Columbia, WA",West,0,0,0,0,1,0.0046044370029300966,2860,4,0.8666578399650917,0.49610926478863887,Medium,Low,11,0,inf,0.5665573770491803,-0.3796481454706299,0.46,0.0,0.004625735912531539,BEV,1
1989,2024-04-30,Wahkiakum,WA,Passenger,35,23,58,3051,3109,1.8655516243165005,2024,4,30,"Wahkiakum, WA",West,0,0,0,0,1,0.018655516243165006,2646,2,0.5262021235367276,0.49610926478863887,Medium,Medium,35,0,inf,0.7654741624077228,-0.2465356013022157,1.13,0.74,0.01901016060308096,BEV,1
1990,2017-11-30,Prince George,VA,Passenger,0,1,1,70,71,1.408450704225352,2017,11,30,"Prince George, VA",South,0,0,0,1,0,0.014084507042253521,303,4,3.5198024189496238,9.696117221277873,Tiny,Medium,,0,-0.5,0.44897959183673475,-0.28983894147613287,0.0,1.41,0.014285714285714285,PHEV,0
1991,2023-11-30,Whitman,WA,Truck,6,0,6,8655,8661,0.0692760651195012,2023,11,30,"Whitman, WA",West,0,0,0,0,1,0.0006927606511950121,2494,4,0.3348648360325567,0.49610926478863887,Medium,Low,6,0,-0.968421052631579,-0.607922136713445,-0.4167053125565493,0.07,0.0,0.0006932409012131716,BEV,1
1992,2024-08-31,Richmond,GA,Passenger,0,1,1,47,48,2.083333333333333,2024,8,31,"Richmond, GA",South,0,0,0,1,0,0.020833333333333332,2769,3,10.232761578136536,8.22502738744759,Tiny,High,,0,0.0,-0.23809523809523814,-0.22590410612313705,0.0,2.08,0.02127659574468085,PHEV,0
1993,2021-02-28,Rogers,OK,Passenger,1,0,1,9,10,10.0,2021,2,28,"Rogers, OK",South,0,0,0,1,0,0.1,1489,1,11.032106782106784,11.903036980096413,Tiny,Very High,,1,0.0,0.4285714285714286,0.5240793103220054,10.0,0.0,0.1111111111111111,BEV,0
1994,2024-02-29,Johnson,MO,Passenger,1,0,1,21,22,4.545454545454546,2024,2,29,"Johnson, MO",Midwest,0,1,0,0,0,0.045454545454545456,2585,1,4.426877470355731,9.508726758783093,Tiny,High,,1,0.0,-0.04347826086956519,0.007344324828701572,4.55,0.0,0.047619047619047616,BEV,0
1995,2020-10-31,Kent,MI,Passenger,0,1,1,31,32,3.125,2020,10,31,"Kent, MI",Midwest,0,1,0,0,0,0.03125,1369,4,4.873492247683583,6.209602956815754,Tiny,High,,0,0.0,-0.1351351351351351,-0.127222077643513,0.0,3.12,0.03225806451612903,PHEV,0
1996,2020-02-29,Bucks,PA,Passenger,1,0,1,23,24,4.166666666666666,2020,2,29,"Bucks, PA",Northeast,1,0,0,0,0,0.041666666666666664,1124,1,4.2382539872658445,10.34305431462151,Tiny,High,,1,0.0,-0.11111111111111116,-0.02854004916388907,4.17,0.0,0.043478260869565216,BEV,0
1997,2023-03-31,Thurston,WA,Truck,52,0,52,54139,54191,0.0959568932110498,2023,3,31,"Thurston, WA",West,0,0,0,0,1,0.0009595689321104981,2250,1,0.7381821933671064,0.49610926478863887,Large,Low,52,0,16.333333333333332,-0.027039158302960664,-0.41417771104846274,0.1,0.0,0.0009604905890393247,BEV,1
1998,2021-09-30,Asotin,WA,Truck,0,0,0,6747,6747,0.0,2021,9,30,"Asotin, WA",West,0,0,0,0,1,0.0,1703,3,0.14128323043148727,0.49610926478863887,Medium,,0,0,-1.0,-0.464821131117633,-0.4232681630823851,0.0,0.0,0.0,Equal,0
1999,2018-09-30,Pend Oreille,WA,Truck,0,0,0,5746,5746,0.0,2018,9,30,"Pend Oreille, WA",West,0,0,0,0,1,0.0,607,3,0.2008955411393849,0.49610926478863887,Medium,,0,0,-1.0,0.033453237410072,-0.4232681630823851,0.0,0.0,0.0,Equal,0
2000,2025-01-31,Adams,WA,Truck,6,0,6,5248,5254,0.1141987057480015,2025,1,31,"Adams, WA",West,0,0,0,0,1,0.0011419870574800152,2922,1,0.6807518019079405,0.49610926478863887,Medium,Low,6,6,-0.8064516129032258,-0.5985942394376957,-0.412449577546743,0.11,0.0,0.0011432926829268292,BEV,1
2001,2025-01-31,Wahkiakum,WA,Passenger,49,27,76,2958,3034,2.5049439683586026,2025,1,31,"Wahkiakum, WA",West,0,0,0,0,1,0.025049439683586024,2922,1,0.5262021235367276,0.49610926478863887,Medium,High,49,76,0.31034482758620685,-0.024123512383403045,-0.1859629291379761,1.62,0.89,0.025693035835023664,BEV,1
2002,2023-04-30,Newport,RI,Passenger,1,1,2,56,58,3.4482758620689653,2023,4,30,"Newport, RI",Northeast,1,0,0,0,0,0.034482758620689655,2280,2,5.746805394487572,6.945189639062103,Tiny,High,,0,1.0,-0.275,-0.09659662052914697,1.72,1.72,0.03571428571428571,Equal,0
2003,2022-02-28,Montgomery,PA,Passenger,2,0,2,26,28,7.142857142857143,2022,2,28,"Montgomery, PA",Northeast,1,0,0,0,0,0.07142857142857142,1854,1,3.3845748428094966,10.34305431462151,Tiny,Very High,,2,1.0,0.03703703703703698,0.25340860363503676,7.14,0.0,0.07692307692307693,BEV,0
2004,2024-09-30,Adams,CO,Passenger,1,0,1,28,29,3.4482758620689653,2024,9,30,"Adams, CO",West,0,0,0,0,1,0.034482758620689655,2799,3,0.6807518019079405,3.937185577855679,Tiny,High,1,0,0.0,0.0,-0.09659662052914697,3.45,0.0,0.03571428571428571,BEV,1
2005,2018-04-30,Whatcom,WA,Truck,2,0,2,42113,42115,0.0047489018164549,2018,4,30,"Whatcom, WA",West,0,0,0,0,1,4.7489018164549446e-05,454,2,0.865287094227188,0.49610926478863887,Large,Low,2,0,-0.9869281045751634,0.012282472839150183,-0.42281827706865865,0.0,0.0,4.749127347849833e-05,BEV,1
2006,2020-08-31,Grant,WA,Passenger,66,75,141,65365,65506,0.2152474582480994,2020,8,31,"Grant, WA",West,0,0,0,0,1,0.002152474582480994,1308,3,0.1511207019144853,0.49610926478863887,Large,Low,66,0,-0.5436893203883495,-0.021363690689613968,-0.40287674950957963,0.1,0.11,0.00215711772355236,PHEV,0
2007,2020-07-31,Middlesex,MA,Passenger,1,0,1,97,98,1.020408163265306,2020,7,31,"Middlesex, MA",Northeast,1,0,0,0,0,0.01020408163265306,1277,3,2.8846927204929735,7.985613582835361,Tiny,Medium,,0,-0.5,0.010309278350515427,-0.3266000535513248,1.02,0.0,0.010309278350515464,BEV,0
2008,2017-02-28,Dane,WI,Passenger,1,0,1,174,175,0.5714285714285714,2017,2,28,"Dane, WI",Midwest,0,1,0,0,0,0.005714285714285714,28,1,0.5714285714285714,34.882936507936506,Small,Low,,1,,,-0.3691340217449913,0.57,0.0,0.005747126436781609,BEV,0
2009,2024-08-31,Madison,IL,Passenger,1,0,1,11,12,8.333333333333332,2024,8,31,"Madison, IL",Midwest,0,1,0,0,0,0.08333333333333333,2769,3,7.052517228213823,8.92518638077433,Tiny,Very High,,0,-0.5,-0.2941176470588235,0.3661880647546069,8.33,0.0,0.09090909090909091,BEV,0
2010,2020-04-30,Henrico,VA,Passenger,0,1,1,21,22,4.545454545454546,2020,4,30,"Henrico, VA",South,0,0,0,1,0,0.045454545454545456,1185,2,6.183781327523034,9.696117221277873,Tiny,High,,0,0.0,0.22222222222222232,0.007344324828701572,0.0,4.55,0.047619047619047616,PHEV,0
2011,2023-02-28,Pierce,WA,Truck,111,0,111,138315,138426,0.0801872480603354,2023,2,28,"Pierce, WA",West,0,0,0,0,1,0.0008018724806033549,2219,1,0.705773266363587,0.49610926478863887,Large,Low,111,111,inf,-0.046698850606375686,-0.41567164439746407,0.08,0.0,0.0008025159960958682,BEV,1
2012,2023-10-31,San Diego,CA,Passenger,21,7,28,2211,2239,1.2505582849486376,2023,10,31,"San Diego, CA",West,0,0,0,0,1,0.012505582849486378,2464,4,0.8217070338575398,2.3763470968966462,Medium,Medium,21,0,-0.06666666666666665,0.007650765076507637,-0.30479683992328305,0.94,0.31,0.012663952962460425,BEV,1
2013,2022-12-31,Riverside,CA,Passenger,10,0,10,499,509,1.9646365422396856,2022,12,31,"Riverside, CA",West,0,0,0,0,1,0.019646365422396856,2160,4,1.2845825902554182,2.3763470968966462,Small,Medium,10,10,0.11111111111111116,0.18097447795823673,-0.2371488166375146,1.96,0.0,0.02004008016032064,BEV,1
2014,2019-04-30,Montgomery,TX,Passenger,2,0,2,65,67,2.985074626865672,2019,4,30,"Montgomery, TX",South,0,0,0,1,0,0.029850746268656716,819,2,3.3845748428094966,4.399044782974192,Tiny,High,,0,1.0,0.015151515151515138,-0.14047787251391025,2.99,0.0,0.03076923076923077,BEV,0
2015,2020-05-31,Spokane,WA,Truck,1,0,1,97623,97624,0.0010243382774727,2020,5,31,"Spokane, WA",West,0,0,0,0,1,1.0243382774727526e-05,1216,2,0.48974346174677763,0.49610926478863887,Large,Low,1,0,-0.9997725204731575,-0.7011366871676499,-0.42317112265447754,0.0,0.0,1.0243487702693013e-05,BEV,1
2016,2017-09-30,Ferry,WA,Truck,0,0,0,3539,3539,0.0,2017,9,30,"Ferry, WA",West,0,0,0,0,1,0.0,242,3,0.21727842314542983,0.49610926478863887,Medium,,0,0,,-0.0008469791078486999,-0.4232681630823851,0.0,0.0,0.0,Equal,0
